Open time,Open,High,Low,Close,Volume
2019-08-02 19:00:00,10454.0,10458.0,10417.5,10442.0,615.5408
2019-08-02 20:00:00,10442.0,10451.5,10371.5,10387.5,612.6135
2019-08-02 21:00:00,10387.5,10455.5,10360.0,10409.0,612.2862
2019-08-02 22:00:00,10409.0,10532.5,10403.5,10516.5,737.3436
2019-08-02 23:00:00,10516.5,10541.0,10499.5,10519.0,624.0365
2019-08-03 00:00:00,10519.0,10552.0,10502.5,10515.5,567.0371
2019-08-03 01:00:00,10515.5,10679.0,10515.0,10642.0,1193.4839
2019-08-03 02:00:00,10642.0,10817.5,10600.0,10787.0,1045.5083
2019-08-03 03:00:00,10787.0,10835.0,10759.5,10775.0,637.6098
2019-08-03 04:00:00,10775.0,10843.5,10775.0,10838.5,596.3117
2019-08-03 05:00:00,10838.499999999998,10860.0,10707.5,10776.5,842.9613
2019-08-03 06:00:00,10776.5,10816.5,10760.5,10792.5,639.1787
2019-08-03 07:00:00,10792.5,10840.0,10765.5,10820.5,594.6844
2019-08-03 08:00:00,10820.5,10832.0,10745.5,10781.0,693.8202
2019-08-03 09:00:00,10781.0,10850.0,10710.5,10760.0,968.0382
2019-08-03 10:00:00,10760.0,10786.0,10737.0,10770.0,568.7836
2019-08-03 11:00:00,10770.0,10778.5,10730.5,10743.5,634.2746
2019-08-03 12:00:00,10743.5,10745.5,10663.0,10726.0,970.4818
2019-08-03 13:00:00,10726.000000000002,10819.0,10726.000000000002,10794.0,857.6816
2019-08-03 14:00:00,10794.0,10818.0,10772.5,10793.0,679.0086
2019-08-03 15:00:00,10793.0,10807.5,10700.0,10734.5,835.2489
2019-08-03 16:00:00,10734.5,10822.0,10712.0,10791.5,770.9799
2019-08-03 17:00:00,10791.5,10848.0,10788.0,10828.5,645.3688
2019-08-03 18:00:00,10828.5,10870.0,10798.5,10845.5,616.6526
2019-08-03 19:00:00,10845.5,10897.0,10800.0,10847.0,653.1461
2019-08-03 20:00:00,10847.0,10875.0,10816.0,10875.0,715.0471
2019-08-03 21:00:00,10875.0,10884.0,10802.5,10827.0,759.1073
2019-08-03 22:00:00,10827.0,10843.5,10773.5,10818.5,703.5753
2019-08-03 23:00:00,10818.5,10826.0,10780.5,10811.5,612.9596
2019-08-04 00:00:00,10811.5,10897.0,10800.5,10831.0,760.8025
2019-08-04 01:00:00,10831.0,10874.5,10830.0,10851.5,573.9504
2019-08-04 02:00:00,10851.5,10852.5,10800.0,10808.0,724.1907
2019-08-04 03:00:00,10808.0,10808.5,10700.0,10752.5,971.0106
2019-08-04 04:00:00,10752.5,10752.5,10566.0,10611.0,1410.9028
2019-08-04 05:00:00,10611.0,10668.0,10555.5,10612.5,864.0356
2019-08-04 06:00:00,10612.5,10711.0,10598.5,10711.0,1125.9833
2019-08-04 07:00:00,10711.0,10712.0,10645.5,10666.999999999998,860.7909
2019-08-04 08:00:00,10667.0,10699.0,10662.000000000002,10662.000000000002,816.2008
2019-08-04 09:00:00,10662.0,10745.0,10626.499999999998,10735.5,963.4698
2019-08-04 10:00:00,10735.5,10745.0,10686.5,10717.5,743.9254
2019-08-04 11:00:00,10717.5,10718.5,10654.0,10665.0,747.4318
2019-08-04 12:00:00,10665.0,10704.5,10633.0,10650.5,929.7321
2019-08-04 13:00:00,10650.5,10698.5,10642.5,10656.999999999998,902.5167
2019-08-04 14:00:00,10657.0,10778.0,10656.5,10767.5,938.6683
2019-08-04 15:00:00,10767.5,10967.0,10765.5,10942.5,1735.3867
2019-08-04 16:00:00,10942.5,10991.0,10881.5,10915.0,1178.0611
2019-08-04 17:00:00,10915.0,10938.5,10849.000000000002,10896.0,952.769
2019-08-04 18:00:00,10896.0,10939.5,10881.0,10906.5,698.3932
2019-08-04 19:00:00,10906.5,10935.0,10894.5,10916.0,675.4689
2019-08-04 20:00:00,10916.0,10971.0,10884.0,10910.5,725.765
2019-08-04 21:00:00,10910.5,10962.5,10789.5,10942.5,900.4137
2019-08-04 22:00:00,10942.500000000002,11132.0,10917.0,10943.5,988.7778
2019-08-04 23:00:00,10943.5,10969.499999999998,10898.500000000002,10929.5,826.3289
2019-08-05 00:00:00,10929.5,11188.0,10929.5,11178.5,1324.0312
2019-08-05 01:00:00,11178.5,11452.0,11146.5,11408.5,2155.2745
2019-08-05 02:00:00,11408.5,11609.0,11368.0,11600.5,1287.2308
2019-08-05 03:00:00,11600.5,11666.0,11450.0,11560.0,1486.1234
2019-08-05 04:00:00,11560.0,11599.0,11530.0,11561.5,796.4955
2019-08-05 05:00:00,11561.5,11567.0,11516.5,11528.0,686.408
2019-08-05 06:00:00,11527.999999999998,11630.5,11515.5,11604.0,825.934
2019-08-05 07:00:00,11604.0,11850.0,11593.5,11671.5,1699.1213
2019-08-05 08:00:00,11671.5,11752.0,11658.0,11746.5,1227.0297
2019-08-05 09:00:00,11746.5,11748.5,11668.0,11714.0,996.1569
2019-08-05 10:00:00,11714.0,11779.0,11600.0,11616.5,1171.1709
2019-08-05 11:00:00,11616.5,11782.0,11568.0,11766.0,1169.6579
2019-08-05 12:00:00,11765.999999999998,11799.999999999998,11695.5,11755.0,842.4563
2019-08-05 13:00:00,11755.0,11787.5,11720.5,11740.0,711.675
2019-08-05 14:00:00,11740.0,11804.5,11725.5,11774.5,726.7978
2019-08-05 15:00:00,11774.5,11777.5,11650.0,11746.0,1075.6959
2019-08-05 16:00:00,11746.0,11894.0,11720.0,11863.0,1149.4979
2019-08-05 17:00:00,11863.0,11927.5,11757.0,11777.5,1228.8739
2019-08-05 18:00:00,11777.5,11864.5,11760.0,11808.5,721.9482
2019-08-05 19:00:00,11808.5,11820.0,11741.0,11750.0,674.9209
2019-08-05 20:00:00,11750.0,11830.0,11667.0,11726.0,690.1929
2019-08-05 21:00:00,11726.0,11786.0,11693.5,11739.5,594.5817
2019-08-05 22:00:00,11739.499999999998,11849.5,11725.5,11808.5,840.011
2019-08-05 23:00:00,11808.499999999998,11845.5,11758.0,11824.0,784.6196
2019-08-06 00:00:00,11824.0,11835.5,11704.5,11783.5,885.5232
2019-08-06 01:00:00,11783.5,11808.0,11619.5,11687.0,989.5642
2019-08-06 02:00:00,11687.0,11695.0,11573.0,11666.5,1216.6411
2019-08-06 03:00:00,11666.5,11730.0,11647.0,11700.0,1081.2562
2019-08-06 04:00:00,11699.999999999998,11702.499999999998,11648.0,11699.0,844.2331
2019-08-06 05:00:00,11699.000000000002,11825.5,11694.0,11825.5,878.5656
2019-08-06 06:00:00,11825.5,12202.0,11808.0,12149.0,1828.7052
2019-08-06 07:00:00,12149.000000000002,12298.5,12149.000000000002,12178.5,1534.2228
2019-08-06 08:00:00,12178.5,12250.0,12170.0,12193.5,1093.9378
2019-08-06 09:00:00,12193.500000000002,12251.999999999998,12190.5,12215.999999999998,744.7373
2019-08-06 10:00:00,12216.0,12291.0,11598.0,11744.5,1952.5258
2019-08-06 11:00:00,11744.5,11846.0,11685.5,11780.0,1385.1159
2019-08-06 12:00:00,11780.0,11792.0,11573.5,11698.0,1249.2639
2019-08-06 13:00:00,11698.0,11779.5,11650.5,11753.5,780.3712
2019-08-06 14:00:00,11794.5,11795.5,11679.5,11735.5,751.2696
2019-08-06 15:00:00,11735.5,11761.5,11673.5,11698.5,653.7178
2019-08-06 16:00:00,11698.500000000002,11806.0,11669.999999999998,11787.5,780.367
2019-08-06 17:00:00,11787.5,11827.5,11698.0,11707.5,756.9683
2019-08-06 18:00:00,11707.5,11739.5,11690.5,11735.0,677.5529
2019-08-06 19:00:00,11735.0,11756.0,11639.0,11705.5,859.1089
2019-08-06 20:00:00,11705.5,11739.5,11618.0,11673.5,823.8187
2019-08-06 21:00:00,11673.5,11681.0,11328.5,11379.0,1237.0122
2019-08-06 22:00:00,11379.0,11431.5,11228.0,11319.0,1037.2962
2019-08-06 23:00:00,11319.0,11515.0,11294.5,11481.5,893.3548
2019-08-07 00:00:00,11481.5,11520.0,11401.5,11474.999999999998,770.6439
2019-08-07 01:00:00,11475.0,11615.0,11458.0,11524.5,885.4585
2019-08-07 02:00:00,11524.500000000002,11698.5,11522.0,11646.0,1516.934
2019-08-07 03:00:00,11646.0,11661.5,11561.5,11641.5,1050.6292
2019-08-07 04:00:00,11641.5,11722.0,11606.0,11691.5,1113.4901
2019-08-07 05:00:00,11691.5,11720.0,11580.0,11611.0,1017.176
2019-08-07 06:00:00,11611.0,11680.5,11573.499999999998,11627.5,880.4092
2019-08-07 07:00:00,11627.5,11644.5,11530.0,11541.0,1326.2025
2019-08-07 08:00:00,11541.0,11600.0,11341.0,11573.5,1452.7647
2019-08-07 09:00:00,11573.5,11660.0,11517.0,11624.5,953.4954
2019-08-07 10:00:00,11624.5,11699.0,11623.999999999998,11631.5,806.8086
2019-08-07 11:00:00,11631.5,11752.0,11583.0,11737.0,935.0493
2019-08-07 12:00:00,11737.0,11797.0,11701.5,11779.5,855.5921
2019-08-07 13:00:00,11779.5,12144.0,11779.5,12027.0,1559.5179
2019-08-07 14:00:00,12027.0,12110.5,12009.999999999998,12056.5,796.8447
2019-08-07 15:00:00,12056.5,12084.5,11618.5,11665.5,1715.6598
2019-08-07 16:00:00,11665.5,11726.0,11501.5,11671.0,1025.2147
2019-08-07 17:00:00,11671.0,11789.5,11638.0,11788.0,629.6488
2019-08-07 18:00:00,11788.0,11822.0,11743.0,11745.0,614.3746
2019-08-07 19:00:00,11745.0,11808.000000000002,11667.0,11789.5,719.1351
2019-08-07 20:00:00,11789.5,11973.0,11629.0,11892.0,1033.3717
2019-08-07 21:00:00,11892.0,12082.0,11850.0,11945.999999999998,873.8917
2019-08-07 22:00:00,11946.0,12028.5,11884.0,11971.0,749.8928
2019-08-07 23:00:00,11971.0,12020.0,11810.0,11974.5,712.023
2019-08-08 00:00:00,11974.5,12020.0,11880.0,11970.5,851.697
2019-08-08 01:00:00,11970.5,11972.0,11850.0,11898.500000000002,755.57
2019-08-08 02:00:00,11898.5,11967.0,11882.5,11935.0,632.0172
2019-08-08 03:00:00,11935.0,12010.0,11932.0,11952.5,741.4758
2019-08-08 04:00:00,11952.5,11968.5,11880.0,11946.0,566.4301
2019-08-08 05:00:00,11946.0,11949.5,11890.5,11918.5,548.2602
2019-08-08 06:00:00,11918.5,11922.0,11760.5,11839.5,933.0718
2019-08-08 07:00:00,11839.5,11918.0,11801.5,11917.0,754.2219
2019-08-08 08:00:00,11917.0,11980.0,11867.5,11895.5,799.5354
2019-08-08 09:00:00,11895.5,11942.0,11830.5,11867.5,720.4501
2019-08-08 10:00:00,11867.5,11868.5,11811.0,11827.5,660.6595
2019-08-08 11:00:00,11827.499999999998,11900.5,11800.0,11823.000000000002,748.2759
2019-08-08 12:00:00,11823.0,11918.5,11768.0,11842.0,981.9548
2019-08-08 13:00:00,11842.0,11853.0,11685.0,11688.0,913.6981
2019-08-08 14:00:00,11688.0,11757.0,11639.0,11723.0,1070.7714
2019-08-08 15:00:00,11723.000000000002,11767.499999999998,11693.5,11696.0,753.4595
2019-08-08 16:00:00,11696.0,11788.0,11652.0,11725.0,928.3847
2019-08-08 17:00:00,11725.0,11749.0,11530.0,11592.0,1087.0077
2019-08-08 18:00:00,11591.999999999998,11671.0,11533.5,11656.0,778.1824
2019-08-08 19:00:00,11656.0,11677.5,11562.0,11612.5,676.4052
2019-08-08 20:00:00,11612.5,11666.5,11556.5,11651.0,695.9708
2019-08-08 21:00:00,11651.0,11780.5,11642.0,11752.0,684.2479
2019-08-08 22:00:00,11752.0,11876.0,11752.0,11847.0,774.3472
2019-08-08 23:00:00,11847.0,12067.0,11847.0,11992.0,956.7567
2019-08-09 00:00:00,11992.0,12041.5,11891.500000000002,11969.5,851.0382
2019-08-09 01:00:00,11969.5,11975.0,11880.0,11886.0,683.8875
2019-08-09 02:00:00,11886.0,11916.5,11863.0,11913.5,707.1342
2019-08-09 03:00:00,11913.500000000002,11950.0,11856.000000000002,11867.500000000002,748.4344
2019-08-09 04:00:00,11867.5,11923.0,11867.0,11886.0,562.6666
2019-08-09 05:00:00,11886.000000000002,11897.500000000002,11820.5,11855.500000000002,725.0554
2019-08-09 06:00:00,11855.5,11863.5,11805.5,11850.5,746.3463
2019-08-09 07:00:00,11850.5,11889.0,11816.5,11866.5,757.2695
2019-08-09 08:00:00,11866.5,11967.0,11790.5,11834.0,1077.5145
2019-08-09 09:00:00,11834.0,11854.5,11700.0,11770.0,1058.9298
2019-08-09 10:00:00,11770.0,11813.5,11683.0,11710.5,966.5444
2019-08-09 11:00:00,11710.5,11773.0,11693.0,11694.0,797.5165
2019-08-09 12:00:00,11694.0,11779.5,11683.5,11765.5,604.7826
2019-08-09 13:00:00,11765.5,11888.499999999998,11765.5,11823.0,779.9648
2019-08-09 14:00:00,11823.0,11840.0,11690.5,11786.0,719.03
2019-08-09 15:00:00,11786.0,11786.0,11718.0,11739.0,650.0847
2019-08-09 16:00:00,11738.999999999998,11880.0,11690.0,11793.5,834.4536
2019-08-09 17:00:00,11793.5,11815.0,11750.5,11807.0,564.9487
2019-08-09 18:00:00,11807.0,11853.0,11800.5,11847.5,542.162
2019-08-09 19:00:00,11847.5,11904.5,11813.0,11833.0,690.8667
2019-08-09 20:00:00,11833.0,11900.0,11829.0,11890.5,524.5036
2019-08-09 21:00:00,11890.5,11928.5,11868.0,11923.0,627.8101
2019-08-09 22:00:00,11923.0,11964.0,11834.5,11845.0,616.481
2019-08-09 23:00:00,11845.0,11898.5,11843.0,11877.5,475.3118
2019-08-10 00:00:00,11877.5,11980.0,11877.0,11923.5,672.0371
2019-08-10 01:00:00,11923.5,11930.0,11873.5,11895.5,623.7009
2019-08-10 02:00:00,11895.5,11902.5,11760.5,11800.5,888.123
2019-08-10 03:00:00,11800.5,11834.5,11773.5,11832.0,688.9598
2019-08-10 04:00:00,11832.0,11833.5,11798.0,11802.999999999998,711.7093
2019-08-10 05:00:00,11803.000000000002,11889.0,11796.0,11846.0,799.9533
2019-08-10 06:00:00,11846.0,11877.5,11810.5,11818.5,683.995
2019-08-10 07:00:00,11818.5,11858.0,11812.0,11825.5,603.6613
2019-08-10 08:00:00,11825.5,11880.0,11825.0,11847.0,650.2381
2019-08-10 09:00:00,11847.0,11892.5,11842.0,11889.5,547.3548
2019-08-10 10:00:00,11889.5,11899.0,11850.0,11874.0,584.4643
2019-08-10 11:00:00,11874.0,11874.5,11331.0,11392.5,2252.6919
2019-08-10 12:00:00,11392.5,11461.5,11309.0,11443.0,1260.8444
2019-08-10 13:00:00,11443.0,11482.0,11404.5,11459.5,919.8666
2019-08-10 14:00:00,11459.5,11462.0,11363.0,11427.0,669.2121
2019-08-10 15:00:00,11427.0,11435.0,11377.0,11411.5,543.8486
2019-08-10 16:00:00,11411.5,11419.0,11331.0,11352.0,619.9093
2019-08-10 17:00:00,11352.0,11432.0,11298.0,11385.499999999998,905.3608
2019-08-10 18:00:00,11385.5,11401.5,11330.999999999998,11375.5,799.2263
2019-08-10 19:00:00,11375.499999999998,11377.0,11273.000000000002,11326.0,785.3941
2019-08-10 20:00:00,11326.0,11395.5,11313.0,11341.0,536.1601
2019-08-10 21:00:00,11341.0,11383.0,11270.5,11336.0,669.4285
2019-08-10 22:00:00,11336.0,11336.0,11261.0,11316.5,643.0643
2019-08-10 23:00:00,11316.5,11366.0,11309.0,11309.0,546.6167
2019-08-11 00:00:00,11309.0,11455.0,11290.5,11405.0,739.9563
2019-08-11 01:00:00,11405.0,11411.0,11361.5,11362.5,707.2989
2019-08-11 02:00:00,11362.5,11399.5,11361.5,11379.0,534.7281
2019-08-11 03:00:00,11379.0,11423.5,11378.0,11399.5,632.7596
2019-08-11 04:00:00,11399.5,11422.0,11374.5,11376.0,679.2626
2019-08-11 05:00:00,11376.0,11391.5,11358.0,11373.0,535.8054
2019-08-11 06:00:00,11373.0,11392.0,11335.0,11355.5,609.5514
2019-08-11 07:00:00,11355.5,11378.5,11345.0,11370.0,660.9816
2019-08-11 08:00:00,11370.0,11391.0,11289.0,11332.0,734.5292
2019-08-11 09:00:00,11332.0,11421.5,11109.0,11360.0,2281.7328
2019-08-11 10:00:00,11360.0,11399.5,11324.000000000002,11343.0,792.7537
2019-08-11 11:00:00,11343.0,11486.0,11339.5,11471.0,1161.3689
2019-08-11 12:00:00,11471.0,11475.0,11406.0,11452.5,720.7928
2019-08-11 13:00:00,11452.5,11478.5,11380.0,11404.5,630.1056
2019-08-11 14:00:00,11404.5,11430.0,11375.0,11392.5,712.3954
2019-08-11 15:00:00,11392.5,11418.0,11355.0,11385.0,619.2966
2019-08-11 16:00:00,11385.0,11452.0,11370.0,11404.5,639.4806
2019-08-11 17:00:00,11404.5,11416.5,11368.5,11373.5,657.6436
2019-08-11 18:00:00,11373.5,11418.0,11364.5,11399.5,630.7392
2019-08-11 19:00:00,11399.5,11409.0,11368.0,11387.0,596.8396
2019-08-11 20:00:00,11387.000000000002,11448.5,11301.5,11433.5,759.574
2019-08-11 21:00:00,11433.5,11567.0,11418.5,11508.5,848.9255
2019-08-11 22:00:00,11508.5,11530.0,11484.0,11510.0,694.4376
2019-08-11 23:00:00,11510.0,11595.0,11509.0,11537.5,744.0309
2019-08-12 00:00:00,11537.499999999998,11565.5,11448.0,11482.5,763.8837
2019-08-12 01:00:00,11482.499999999998,11531.5,11470.0,11496.499999999998,765.0773
2019-08-12 02:00:00,11496.5,11507.0,11430.000000000002,11448.0,813.2492
2019-08-12 03:00:00,11448.0,11464.0,11413.0,11447.000000000002,754.8142
2019-08-12 04:00:00,11447.0,11473.0,11422.5,11436.0,652.2995
2019-08-12 05:00:00,11436.0,11454.5,11378.0,11397.0,847.9686
2019-08-12 06:00:00,11397.0,11412.5,11350.999999999998,11378.000000000002,791.0048
2019-08-12 07:00:00,11378.0,11439.5,11341.0,11414.0,821.1903
2019-08-12 08:00:00,11414.0,11416.5,11311.0,11370.5,823.8938
2019-08-12 09:00:00,11370.5,11390.0,11344.5,11356.5,661.2224
2019-08-12 10:00:00,11356.5,11394.5,11352.0,11381.0,535.8667
2019-08-12 11:00:00,11380.999999999998,11390.5,11310.0,11327.499999999998,776.9388
2019-08-12 12:00:00,11327.5,11427.0,11239.0,11392.5,961.0345
2019-08-12 13:00:00,11392.5,11410.0,11352.5,11382.0,642.7333
2019-08-12 14:00:00,11382.0,11399.0,11359.0,11376.0,552.751
2019-08-12 15:00:00,11376.0,11399.5,11344.5,11396.5,516.5279
2019-08-12 16:00:00,11396.500000000002,11439.0,11372.0,11402.000000000002,833.7512
2019-08-12 17:00:00,11402.0,11436.0,11388.999999999998,11410.000000000002,806.6874
2019-08-12 18:00:00,11410.0,11421.5,11389.0,11410.0,510.9983
2019-08-12 19:00:00,11425.5,11453.5,11397.5,11442.0,954.1124
2019-08-12 20:00:00,11442.0,11489.5,11422.499999999998,11436.5,827.2368
2019-08-12 21:00:00,11436.5,11449.0,11395.5,11396.0,722.8572
2019-08-12 22:00:00,11396.0,11447.0,11370.5,11418.0,749.7947
2019-08-12 23:00:00,11418.0,11422.0,11382.0,11396.0,664.0185
2019-08-13 00:00:00,11396.0,11429.5,11362.0,11426.5,706.9245
2019-08-13 01:00:00,11426.5,11448.0,11398.0,11403.5,658.3119
2019-08-13 02:00:00,11403.5,11424.5,11381.0,11392.0,571.086
2019-08-13 03:00:00,11392.0,11397.0,11367.0,11386.5,819.5133
2019-08-13 04:00:00,11386.5,11398.999999999998,11341.0,11354.0,845.1895
2019-08-13 05:00:00,11354.0,11398.0,11346.0,11387.5,575.406
2019-08-13 06:00:00,11387.5,11388.5,11360.0,11361.5,537.7875
2019-08-13 07:00:00,11361.5,11385.0,11301.0,11358.0,833.7161
2019-08-13 08:00:00,11358.0,11359.5,11324.5,11343.0,778.1182
2019-08-13 09:00:00,11343.0,11346.0,11261.5,11304.5,1341.653
2019-08-13 10:00:00,11304.5,11307.0,11218.999999999998,11257.0,897.0618
2019-08-13 11:00:00,11257.0,11297.0,11242.5,11279.5,750.2837
2019-08-13 12:00:00,11279.5,11296.5,11247.5,11254.5,679.4505
2019-08-13 13:00:00,11254.5,11266.5,11151.5,11154.0,1024.174
2019-08-13 14:00:00,11154.0,11155.5,10929.5,11003.5,2577.4153
2019-08-13 15:00:00,11003.5,11021.0,10920.0,10951.0,1177.055
2019-08-13 16:00:00,10951.0,10995.0,10848.0,10851.0,1089.1075
2019-08-13 17:00:00,10851.0,10931.0,10778.0,10904.5,1257.6787
2019-08-13 18:00:00,10904.5,10958.5,10880.5,10919.0,773.7615
2019-08-13 19:00:00,10919.0,10958.0,10905.5,10933.0,556.4139
2019-08-13 20:00:00,10933.0,10975.5,10913.5,10915.0,622.0038
2019-08-13 21:00:00,10915.0,10924.5,10860.5,10894.0,684.7536
2019-08-13 22:00:00,10894.0,10936.0,10860.0,10900.5,739.8148
2019-08-13 23:00:00,10900.5,10934.5,10884.0,10895.0,598.6643
2019-08-14 00:00:00,10895.0,10899.0,10760.0,10761.0,1039.6228
2019-08-14 01:00:00,10761.0,10813.5,10569.0,10614.5,1940.8672
2019-08-14 02:00:00,10614.5,10700.0,10537.5,10688.5,1060.3034
2019-08-14 03:00:00,10688.5,10698.5,10610.500000000002,10653.5,803.1651
2019-08-14 04:00:00,10653.5,10666.5,10570.5,10574.0,823.2791
2019-08-14 05:00:00,10574.0,10637.5,10551.0,10623.5,1179.1517
2019-08-14 06:00:00,10623.5,10668.0,10618.5,10628.0,745.849
2019-08-14 07:00:00,10628.000000000002,10655.0,10588.0,10617.5,826.5938
2019-08-14 08:00:00,10617.5,10630.0,10438.0,10477.5,1354.957
2019-08-14 09:00:00,10477.5,10535.0,10406.0,10512.500000000002,927.5135
2019-08-14 10:00:00,10512.5,10601.5,10512.5,10535.0,1025.2454
2019-08-14 11:00:00,10535.0,10578.0,10476.0,10555.5,719.0415
2019-08-14 12:00:00,10555.5,10689.0,10554.0,10628.0,1058.4821
2019-08-14 13:00:00,10628.0,10665.0,10571.0,10599.0,667.7409
2019-08-14 14:00:00,10599.0,10599.0,10467.0,10517.0,992.764
2019-08-14 15:00:00,10517.0,10585.0,10475.5,10511.0,649.3614
2019-08-14 16:00:00,10511.0,10630.5,10343.5,10353.0,1398.3526
2019-08-14 17:00:00,10353.0,10359.0,10098.0,10232.5,1876.0533
2019-08-14 18:00:00,10232.5,10277.5,10158.0,10178.0,892.7448
2019-08-14 19:00:00,10178.0,10237.0,10130.0,10134.0,561.9216
2019-08-14 20:00:00,10134.0,10211.5,10120.0,10192.0,660.1779
2019-08-14 21:00:00,10192.0,10270.5,10172.5,10203.5,531.437
2019-08-14 22:00:00,10203.5,10266.0,10188.0,10239.0,475.0758
2019-08-14 23:00:00,10239.0,10241.5,9932.0,10054.0,1322.6188
2019-08-15 00:00:00,10054.0,10237.0,10053.0,10129.0,986.4497
2019-08-15 01:00:00,10129.0,10134.0,10030.0,10090.5,855.7366
2019-08-15 02:00:00,10090.5,10091.0,9900.0,10032.0,1220.9353
2019-08-15 03:00:00,10032.0,10045.0,9821.0,9861.5,1445.4262
2019-08-15 04:00:00,9861.5,9899.5,9650.0,9771.0,2196.4588
2019-08-15 05:00:00,9771.0,9808.0,9708.0,9734.0,1111.4729
2019-08-15 06:00:00,9734.0,9734.0,9522.0,9627.5,1586.0949
2019-08-15 07:00:00,9627.5,9921.5,9583.5,9877.5,2024.7802
2019-08-15 08:00:00,9877.5,9971.5,9808.5,9850.0,1218.2451
2019-08-15 09:00:00,9850.0,10000.5,9820.0,9969.0,1132.1763
2019-08-15 10:00:00,9969.0,10165.5,9954.5,10063.5,1757.6038
2019-08-15 11:00:00,10063.5,10205.0,10054.5,10162.5,996.5732
2019-08-15 12:00:00,10162.5,10169.5,9920.5,9995.0,1215.2543
2019-08-15 13:00:00,9995.0,10054.0,9908.5,10013.0,902.7976
2019-08-15 14:00:00,10013.0,10090.0,9962.0,10010.5,956.6698
2019-08-15 15:00:00,10010.5,10113.0,9970.0,10095.0,822.4974
2019-08-15 16:00:00,10095.0,10164.999999999998,10000.0,10048.5,941.8406
2019-08-15 17:00:00,10048.5,10064.0,9980.0,10027.5,592.8149
2019-08-15 18:00:00,10027.5,10079.5,10020.0,10035.5,668.6519
2019-08-15 19:00:00,10035.5,10146.5,10022.5,10109.5,565.0699
2019-08-15 20:00:00,10109.5,10385.0,10085.0,10363.5,1150.9675
2019-08-15 21:00:00,10363.5,10408.5,10289.0,10339.5,766.6101
2019-08-15 22:00:00,10339.5,10451.0,10314.5,10386.5,928.9601
